RA,NOME,REGIONAl,CodRegional,Marca,CodMarca,Campus,CodCampus
13136349,Dr. Benício Martins,Nordeste,2,IES RN,5,Campus RN 2,22
13136350,Luiz Gustavo Caldeira,Nordeste,2,IES SE,6,Campus SE 2,23
13136351,Giovanna Nunes,Nordeste,2,IES AL,7,Campus AL 2,24
13136352,Nina Oliveira,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136353,Raquel da Costa,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136354,João Gabriel Freitas,Norte,1,IES AM,1,Campus AM 1,1
13136355,Leandro Azevedo,Norte,1,IES RR,2,Campus RR 1,2
13136356,André Dias,Norte,1,IES PA,3,Campus PA 1,3
13136357,Melissa Castro,Nordeste,2,IES BA,4,Campus BA 1,4
13136358,Sra. Maria Vitória Nascimento,Nordeste,2,IES RN,5,Campus RN 1,5
13136359,Maria Vitória da Rocha,Nordeste,2,IES SE,6,Campus SE 1,6
13136360,Davi da Rosa,Nordeste,2,IES AL,7,Campus AL 1,7
13136361,Eduardo Rocha,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13136362,Emilly Costela,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13136363,Maria Pires,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13136364,Luiz Otávio Silveira,Sudeste,4,IES SP,11,Campus SP 1,11
13136365,Milena Cunha,Sudeste,4,IES ES,12,Campus ES 1,12
13136366,Yago da Mota,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136367,Raul Carvalho,Sudeste,4,IES MG,14,Campus MG 1,14
13136368,Nicole Aragão,Sul,5,IES RS,15,Campus RS 1,15
13136369,Ian da Mota,Sul,5,IES SC,16,Campus SC 1,16
13136370,Olivia da Rocha,Sul,5,IES PR,17,Campus PR 1,17
13136371,Maria Cecília Moraes,Norte,1,IES AM,1,Campus AM 2,18
13136372,Sr. Francisco Pereira,Norte,1,IES RR,2,Campus RR 2,19
13136373,Heloísa Melo,Norte,1,IES PA,3,Campus PA 2,20
13136374,Sra. Luiza Cardoso,Nordeste,2,IES BA,4,Campus BA 2,21
13136375,Srta. Ana Laura Moraes,Nordeste,2,IES RN,5,Campus RN 2,22
13136376,Letícia das Neves,Nordeste,2,IES SE,6,Campus SE 2,23
13136377,João Gabriel Silva,Nordeste,2,IES AL,7,Campus AL 2,24
13136378,Levi Sales,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136379,Benjamin Aragão,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136380,Benício Monteiro,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13136381,Vicente Vieira,Sudeste,4,IES SP,11,Campus SP 2,28
13136382,Yuri da Rocha,Sudeste,4,IES ES,12,Campus ES 2,29
13136383,Lucas Castro,Sudeste,4,IES RJ,13,Campus RJ 2,30
13136384,Sr. Ian da Cunha,Sudeste,4,IES MG,14,Campus MG 2,31
13136385,Benício Lopes,Sul,5,IES RS,15,Campus RS 2,32
13136386,Isaac Azevedo,Sul,5,IES SC,16,Campus SC 2,33
13136387,Srta. Maria Luiza Gonçalves,Sul,5,IES PR,17,Campus PR 2,34
13136388,Enzo Gabriel Silva,Norte,1,IES AM,1,Campus AM 3,35
13136389,Juan Cavalcanti,Norte,1,IES RR,2,Campus RR 3,36
13136390,Luiz Gustavo Silveira,Norte,1,IES PA,3,Campus PA 3,37
13136391,Nicole da Mota,Nordeste,2,IES BA,4,Campus BA 3,38
13136392,Catarina Alves,Nordeste,2,IES RN,5,Campus RN 3,39
13136393,Sr. Henrique da Mata,Nordeste,2,IES SE,6,Campus SE 3,40
13136394,Mariana Freitas,Nordeste,2,IES AL,7,Campus AL 3,41
13136395,Thiago Gomes,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13136396,Dr. João Pedro Cunha,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13136397,Ana Sophia da Rocha,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13136398,Lucca Porto,Sudeste,4,IES SP,11,Campus SP 3,45
13136399,Srta. Alana Rezende,Sudeste,4,IES ES,12,Campus ES 3,46
13136400,Luiz Otávio da Rosa,Sudeste,4,IES RJ,13,Campus RJ 3,47
13136401,Eloah Cardoso,Sudeste,4,IES MG,14,Campus MG 3,48
13136402,Dra. Alexia Rezende,Sul,5,IES RS,15,Campus RS 3,49
13136403,Renan da Cruz,Sul,5,IES SC,16,Campus SC 3,50
13136404,Catarina Ramos,Sul,5,IES PR,17,Campus PR 3,51
13136405,Yasmin Ramos,Norte,1,IES AM,1,Campus AM 4,52
13136406,Gabrielly da Rosa,Norte,1,IES RR,2,Campus RR 4,53
13136407,Manuela Carvalho,Norte,1,IES PA,3,Campus PA 4,54
13136408,Danilo Porto,Nordeste,2,IES BA,4,Campus BA 4,55
13136409,Vitor Gabriel Souza,Nordeste,2,IES RN,5,Campus RN 4,56
13136410,Vicente das Neves,Nordeste,2,IES SE,6,Campus SE 4,57
13136411,Vicente Rodrigues,Nordeste,2,IES AL,7,Campus AL 4,58
13136412,Carlos Eduardo Moreira,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13136413,Igor da Cruz,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13136414,Dra. Laís da Paz,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13136415,Nicolas Moreira,Sudeste,4,IES SP,11,Campus SP 4,62
13136416,Breno Rezende,Sudeste,4,IES ES,12,Campus ES 4,63
13136417,Vinicius da Cruz,Sudeste,4,IES RJ,13,Campus RJ 4,64
13136418,Ana Sophia Rezende,Sudeste,4,IES SP,11,Campus SP 1,11
13136419,Olivia da Mata,Sudeste,4,IES ES,12,Campus ES 1,12
13136420,Yago Monteiro,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136421,Dra. Elisa Barros,Sudeste,4,IES MG,14,Campus MG 1,14
13136422,Clara da Paz,Sul,5,IES RS,15,Campus RS 1,15
13136423,Daniela Cardoso,Sul,5,IES SC,16,Campus SC 1,16
13136424,Ana Carolina Cunha,Sul,5,IES PR,17,Campus PR 1,17
13136425,Anthony Ribeiro,Norte,1,IES AM,1,Campus AM 2,18
13136426,Yasmin Moreira,Norte,1,IES RR,2,Campus RR 2,19
13136427,Bianca Barros,Norte,1,IES PA,3,Campus PA 2,20
13136428,Gustavo Henrique Nogueira,Nordeste,2,IES BA,4,Campus BA 2,21
13136429,Clara Almeida,Nordeste,2,IES RN,5,Campus RN 2,22
13136430,Luiza Cardoso,Nordeste,2,IES SE,6,Campus SE 2,23
13136431,Henrique Lima,Nordeste,2,IES AL,7,Campus AL 2,24
13136432,Lívia Nascimento,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136433,Noah Santos,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136434,Emilly Lopes,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13136435,Gabrielly Vieira,Sudeste,4,IES SP,11,Campus SP 2,28
13136436,Gabriela da Rocha,Sudeste,4,IES ES,12,Campus ES 2,29
13136437,Alice Melo,Sudeste,4,IES RJ,13,Campus RJ 2,30
13136438,Sr. Lucas Silveira,Sudeste,4,IES SP,11,Campus SP 1,11
13136439,Sra. Agatha Farias,Sudeste,4,IES ES,12,Campus ES 1,12
13136440,Rafaela Azevedo,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136441,João Vitor Gomes,Sudeste,4,IES MG,14,Campus MG 1,14
13136442,Olivia Martins,Sul,5,IES RS,15,Campus RS 1,15
13136443,Daniel Viana,Sul,5,IES SC,16,Campus SC 1,16
13136444,Igor Pinto,Sul,5,IES PR,17,Campus PR 1,17
13136445,Matheus Barbosa,Norte,1,IES AM,1,Campus AM 2,18
13136446,Dr. Kaique Caldeira,Norte,1,IES RR,2,Campus RR 2,19
13136447,Pietro Fernandes,Norte,1,IES PA,3,Campus PA 2,20
13136448,Lívia da Luz,Nordeste,2,IES BA,4,Campus BA 2,21
13136449,Yago Moreira,Nordeste,2,IES RN,5,Campus RN 2,22
13136450,Diogo Alves,Nordeste,2,IES SE,6,Campus SE 2,23
13136451,Marcelo Fernandes,Nordeste,2,IES AL,7,Campus AL 2,24
13136452,Sra. Maria Eduarda Costa,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136453,Sr. João Pedro Mendes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136454,João Gabriel da Rocha,Norte,1,IES AM,1,Campus AM 1,1
13136455,Daniela Monteiro,Norte,1,IES RR,2,Campus RR 1,2
13136456,Danilo da Paz,Norte,1,IES PA,3,Campus PA 1,3
13136457,Levi Dias,Nordeste,2,IES BA,4,Campus BA 1,4
13136458,Ana Sophia das Neves,Nordeste,2,IES RN,5,Campus RN 1,5
13136459,Srta. Júlia Barros,Nordeste,2,IES SE,6,Campus SE 1,6
13136460,Ana Sophia da Rosa,Nordeste,2,IES AL,7,Campus AL 1,7
13136461,Ana Carolina Novaes,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13136462,Leandro Teixeira,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13136463,João Vitor Dias,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13136464,Dra. Sophie Costela,Sudeste,4,IES SP,11,Campus SP 1,11
13136465,Bárbara Costa,Sudeste,4,IES ES,12,Campus ES 1,12
13136466,Carolina Castro,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136467,Vinicius Caldeira,Sudeste,4,IES MG,14,Campus MG 1,14
13136468,Maria Vitória Freitas,Sul,5,IES RS,15,Campus RS 1,15
13136469,Lucas Gabriel Azevedo,Sul,5,IES SC,16,Campus SC 1,16
13136470,Ana Júlia Barbosa,Sul,5,IES PR,17,Campus PR 1,17
13136471,Ryan Teixeira,Norte,1,IES AM,1,Campus AM 2,18
13136472,Julia Lima,Norte,1,IES RR,2,Campus RR 2,19
13136473,Caio da Costa,Norte,1,IES PA,3,Campus PA 2,20
13136474,João Lucas Pereira,Nordeste,2,IES BA,4,Campus BA 2,21
13136475,Ana Beatriz da Rosa,Nordeste,2,IES RN,5,Campus RN 2,22
13136476,Vitor Martins,Nordeste,2,IES SE,6,Campus SE 2,23
13136477,Ana Laura Ramos,Nordeste,2,IES AL,7,Campus AL 2,24
13136478,Rafael Cavalcanti,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136479,Cauê Sales,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136480,Dr. Cauã Duarte,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13136481,Sr. Samuel Teixeira,Sudeste,4,IES SP,11,Campus SP 2,28
13136482,Stephany Barros,Sudeste,4,IES ES,12,Campus ES 2,29
13136483,Guilherme Barros,Sudeste,4,IES RJ,13,Campus RJ 2,30
13136484,Murilo Almeida,Sudeste,4,IES MG,14,Campus MG 2,31
13136485,Sr. Anthony Moraes,Sul,5,IES RS,15,Campus RS 2,32
13136486,Pedro Teixeira,Sul,5,IES SC,16,Campus SC 2,33
13136487,Sra. Carolina Oliveira,Sul,5,IES PR,17,Campus PR 2,34
13136488,Eloah da Mata,Norte,1,IES AM,1,Campus AM 3,35
13136489,Davi Lucas Correia,Norte,1,IES RR,2,Campus RR 3,36
13136490,Cauê Carvalho,Norte,1,IES PA,3,Campus PA 3,37
13136491,Sofia Farias,Nordeste,2,IES BA,4,Campus BA 3,38
13136492,Srta. Stephany Moura,Nordeste,2,IES RN,5,Campus RN 3,39
13136493,Diogo Castro,Nordeste,2,IES SE,6,Campus SE 3,40
13136494,Pietra Nogueira,Nordeste,2,IES AL,7,Campus AL 3,41
13136495,Amanda Ramos,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13136496,Fernando Cardoso,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13136497,Benjamin Duarte,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13136498,Marcela da Rosa,Sudeste,4,IES SP,11,Campus SP 3,45
13136499,Lavínia Castro,Sudeste,4,IES ES,12,Campus ES 3,46
13136500,Pietro Souza,Sudeste,4,IES RJ,13,Campus RJ 3,47
13136501,João Pedro Barbosa,Sudeste,4,IES MG,14,Campus MG 3,48
13136502,Beatriz Carvalho,Sul,5,IES RS,15,Campus RS 3,49
13136503,Daniel Ramos,Sul,5,IES SC,16,Campus SC 3,50
13136504,Maitê Moura,Sul,5,IES PR,17,Campus PR 3,51
13136505,Juan Barbosa,Norte,1,IES AM,1,Campus AM 4,52
13136506,Dr. André Monteiro,Norte,1,IES RR,2,Campus RR 4,53
13136507,Dr. Renan Araújo,Norte,1,IES PA,3,Campus PA 4,54
13136508,Rafael da Cunha,Nordeste,2,IES BA,4,Campus BA 4,55
13136509,Sr. Bryan Araújo,Nordeste,2,IES RN,5,Campus RN 4,56
13136510,Fernando da Mota,Nordeste,2,IES SE,6,Campus SE 4,57
13136511,Davi Lucca Rocha,Nordeste,2,IES AL,7,Campus AL 4,58
13136512,André da Mota,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13136513,Kevin Gomes,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13136514,João Gabriel da Cunha,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13136515,Davi Lucca Cardoso,Sudeste,4,IES SP,11,Campus SP 4,62
13136516,Sr. Fernando Pinto,Sudeste,4,IES ES,12,Campus ES 4,63
13136517,Cauã Sales,Sudeste,4,IES RJ,13,Campus RJ 4,64
13136518,Melissa Alves,Sudeste,4,IES SP,11,Campus SP 1,11
13136519,Dra. Ana Lívia Barbosa,Sudeste,4,IES ES,12,Campus ES 1,12
13136520,Lucca da Luz,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136521,Dra. Emanuelly Almeida,Sudeste,4,IES MG,14,Campus MG 1,14
13136522,Nicole Monteiro,Sul,5,IES RS,15,Campus RS 1,15
13136523,Levi da Rocha,Sul,5,IES SC,16,Campus SC 1,16
13136524,Davi Lucas Aragão,Sul,5,IES PR,17,Campus PR 1,17
13136525,Sra. Luana da Costa,Norte,1,IES AM,1,Campus AM 2,18
13136526,Levi Peixoto,Norte,1,IES RR,2,Campus RR 2,19
13136527,Emanuel Nunes,Norte,1,IES PA,3,Campus PA 2,20
13136528,Daniel Castro,Nordeste,2,IES BA,4,Campus BA 2,21
13136529,Calebe Cunha,Nordeste,2,IES RN,5,Campus RN 2,22
13136530,Luiz Henrique Mendes,Nordeste,2,IES SE,6,Campus SE 2,23
13136531,Enzo Pires,Nordeste,2,IES AL,7,Campus AL 2,24
13136532,Felipe Moreira,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136533,Dra. Alexia da Luz,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136534,Antônio da Cunha,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13136535,Joana Moreira,Sudeste,4,IES SP,11,Campus SP 2,28
13136536,Isis Correia,Sudeste,4,IES ES,12,Campus ES 2,29
13136537,Danilo Peixoto,Sudeste,4,IES RJ,13,Campus RJ 2,30
13136538,Bárbara Rezende,Sudeste,4,IES SP,11,Campus SP 1,11
13136539,Isabella Gonçalves,Sudeste,4,IES ES,12,Campus ES 1,12
13136540,Yago Pinto,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136541,Ana Sophia Silveira,Sudeste,4,IES MG,14,Campus MG 1,14
13136542,Heloísa Correia,Sul,5,IES RS,15,Campus RS 1,15
13136543,Sofia Rezende,Sul,5,IES SC,16,Campus SC 1,16
13136544,Olivia Costa,Sul,5,IES PR,17,Campus PR 1,17
13136545,Elisa Almeida,Norte,1,IES AM,1,Campus AM 2,18
13136546,Vicente Ramos,Norte,1,IES RR,2,Campus RR 2,19
13136547,Davi Lucca da Rosa,Norte,1,IES PA,3,Campus PA 2,20
13136548,Bianca Rezende,Nordeste,2,IES BA,4,Campus BA 2,21
13136549,Paulo Rocha,Nordeste,2,IES RN,5,Campus RN 2,22
13136550,André Ramos,Nordeste,2,IES SE,6,Campus SE 2,23
13136551,Ana Júlia Duarte,Nordeste,2,IES AL,7,Campus AL 2,24
13136552,Ana Sophia Aragão,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136553,Heloísa Viana,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136554,Dra. Bárbara da Cruz,Norte,1,IES AM,1,Campus AM 1,1
13136555,Fernando Gomes,Norte,1,IES RR,2,Campus RR 1,2
13136556,Kamilly Rocha,Norte,1,IES PA,3,Campus PA 1,3
13136557,Emanuella Novaes,Nordeste,2,IES BA,4,Campus BA 1,4
13136558,Rafaela Viana,Nordeste,2,IES RN,5,Campus RN 1,5
13136559,Sra. Melissa Nunes,Nordeste,2,IES SE,6,Campus SE 1,6
13136560,Gabriel da Costa,Nordeste,2,IES AL,7,Campus AL 1,7
13136561,Dra. Isadora Campos,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13136562,Sra. Valentina Pires,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13136563,Davi Luiz da Costa,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13136564,Juan Campos,Sudeste,4,IES SP,11,Campus SP 1,11
13136565,Esther Mendes,Sudeste,4,IES ES,12,Campus ES 1,12
13136566,Ana Monteiro,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136567,Pedro Souza,Sudeste,4,IES MG,14,Campus MG 1,14
13136568,Júlia Barros,Sul,5,IES RS,15,Campus RS 1,15
13136569,Dr. Davi Lucas Nascimento,Sul,5,IES SC,16,Campus SC 1,16
13136570,Luiz Fernando Cavalcanti,Sul,5,IES PR,17,Campus PR 1,17
13136571,Benício da Luz,Norte,1,IES AM,1,Campus AM 2,18
13136572,Laura Rodrigues,Norte,1,IES RR,2,Campus RR 2,19
13136573,Enzo Gabriel Mendes,Norte,1,IES PA,3,Campus PA 2,20
13136574,Enzo Rodrigues,Nordeste,2,IES BA,4,Campus BA 2,21
13136575,Mariana Barros,Nordeste,2,IES RN,5,Campus RN 2,22
13136576,Carlos Eduardo da Cunha,Nordeste,2,IES SE,6,Campus SE 2,23
13136577,Fernando Viana,Nordeste,2,IES AL,7,Campus AL 2,24
13136578,Srta. Agatha Nunes,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136579,Bernardo Campos,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136580,Stella Dias,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13136581,Dr. Rodrigo Azevedo,Sudeste,4,IES SP,11,Campus SP 2,28
13136582,Laís Farias,Sudeste,4,IES ES,12,Campus ES 2,29
13136583,Sophia da Cunha,Sudeste,4,IES RJ,13,Campus RJ 2,30
13136584,Raquel Gomes,Sudeste,4,IES MG,14,Campus MG 2,31
13136585,Sr. Yago Pereira,Sul,5,IES RS,15,Campus RS 2,32
13136586,Sr. Bruno da Paz,Sul,5,IES SC,16,Campus SC 2,33
13136587,Eloah Nascimento,Sul,5,IES PR,17,Campus PR 2,34
13136588,Ana Sophia Jesus,Norte,1,IES AM,1,Campus AM 3,35
13136589,Leonardo Cavalcanti,Norte,1,IES RR,2,Campus RR 3,36
13136590,Luiz Fernando Alves,Norte,1,IES PA,3,Campus PA 3,37
13136591,Rodrigo da Mota,Nordeste,2,IES BA,4,Campus BA 3,38
13136592,Luana Cardoso,Nordeste,2,IES RN,5,Campus RN 3,39
13136593,Igor Nunes,Nordeste,2,IES SE,6,Campus SE 3,40
13136594,Pedro Ferreira,Nordeste,2,IES AL,7,Campus AL 3,41
13136595,Clara Souza,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13136596,André Campos,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13136597,Maria Eduarda da Paz,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13136598,Marcos Vinicius Jesus,Sudeste,4,IES SP,11,Campus SP 3,45
13136599,Maria Cecília Vieira,Sudeste,4,IES ES,12,Campus ES 3,46
13136600,Nicole Pinto,Sudeste,4,IES RJ,13,Campus RJ 3,47
13136601,Srta. Maitê Moura,Sudeste,4,IES MG,14,Campus MG 3,48
13136602,Rafael da Rosa,Sul,5,IES RS,15,Campus RS 3,49
13136603,Alícia Vieira,Sul,5,IES SC,16,Campus SC 3,50
13136604,Camila Lima,Sul,5,IES PR,17,Campus PR 3,51
13136605,Luiz Felipe da Cruz,Norte,1,IES AM,1,Campus AM 4,52
13136606,Caio Sales,Norte,1,IES RR,2,Campus RR 4,53
13136607,Giovanna Carvalho,Norte,1,IES PA,3,Campus PA 4,54
13136608,Srta. Brenda Araújo,Nordeste,2,IES BA,4,Campus BA 4,55
13136609,Mariana Gonçalves,Nordeste,2,IES RN,5,Campus RN 4,56
13136610,Fernando Correia,Nordeste,2,IES SE,6,Campus SE 4,57
13136611,Ana Júlia Pinto,Nordeste,2,IES AL,7,Campus AL 4,58
13136612,Sr. Luiz Miguel Pereira,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13136613,Thales da Paz,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13136614,Maria Vitória da Mata,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13136615,Juliana Almeida,Sudeste,4,IES SP,11,Campus SP 4,62
13136616,Luiz Otávio Barbosa,Sudeste,4,IES ES,12,Campus ES 4,63
13136617,Joana Ramos,Sudeste,4,IES RJ,13,Campus RJ 4,64
13136618,Gabriel da Rocha,Sudeste,4,IES SP,11,Campus SP 1,11
13136619,Lara Azevedo,Sudeste,4,IES ES,12,Campus ES 1,12
13136620,Gabrielly Martins,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136621,Sabrina Lopes,Sudeste,4,IES MG,14,Campus MG 1,14
13136622,Vitor Hugo Azevedo,Sul,5,IES RS,15,Campus RS 1,15
13136623,Luiz Henrique Aragão,Sul,5,IES SC,16,Campus SC 1,16
13136624,Juliana Melo,Sul,5,IES PR,17,Campus PR 1,17
13136625,Stella Farias,Norte,1,IES AM,1,Campus AM 2,18
13136626,Isadora Vieira,Norte,1,IES RR,2,Campus RR 2,19
13136627,Daniela da Conceição,Norte,1,IES PA,3,Campus PA 2,20
13136628,Augusto Ferreira,Nordeste,2,IES BA,4,Campus BA 2,21
13136629,Marcelo da Costa,Nordeste,2,IES RN,5,Campus RN 2,22
13136630,Eloah Pires,Nordeste,2,IES SE,6,Campus SE 2,23
13136631,Dra. Isabella Barbosa,Nordeste,2,IES AL,7,Campus AL 2,24
13136632,Isabelly da Conceição,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136633,Ana Julia Cunha,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136634,Luna Cardoso,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13136635,Maitê Aragão,Sudeste,4,IES SP,11,Campus SP 2,28
13136636,Luiz Gustavo Ramos,Sudeste,4,IES ES,12,Campus ES 2,29
13136637,Srta. Maria Luiza Monteiro,Sudeste,4,IES RJ,13,Campus RJ 2,30
13136638,Eduarda Cardoso,Sudeste,4,IES SP,11,Campus SP 1,11
13136639,Lucas Barbosa,Sudeste,4,IES ES,12,Campus ES 1,12
13136640,Evelyn Mendes,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136641,Milena Ferreira,Sudeste,4,IES MG,14,Campus MG 1,14
13136642,Maria Vitória da Rosa,Sul,5,IES RS,15,Campus RS 1,15
13136643,Ana Sophia Martins,Sul,5,IES SC,16,Campus SC 1,16
13136644,Fernando Souza,Sul,5,IES PR,17,Campus PR 1,17
13136645,Bruno Pereira,Norte,1,IES AM,1,Campus AM 2,18
13136646,Gustavo da Cunha,Norte,1,IES RR,2,Campus RR 2,19
13136647,Lívia Peixoto,Norte,1,IES PA,3,Campus PA 2,20
13136648,Brenda Costa,Nordeste,2,IES BA,4,Campus BA 2,21
13136649,Sr. Vitor Hugo da Rocha,Nordeste,2,IES RN,5,Campus RN 2,22
13136650,Maria Alice Silveira,Nordeste,2,IES SE,6,Campus SE 2,23
13136651,Luiz Felipe Lopes,Nordeste,2,IES AL,7,Campus AL 2,24
13136652,Arthur Cunha,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136653,Vicente Viana,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136654,Luna Cardoso,Norte,1,IES AM,1,Campus AM 1,1
13136655,Rafael Souza,Norte,1,IES RR,2,Campus RR 1,2
13136656,Matheus Moraes,Norte,1,IES PA,3,Campus PA 1,3
13136657,Lucas Gabriel Correia,Nordeste,2,IES BA,4,Campus BA 1,4
13136658,Enzo Gabriel Viana,Nordeste,2,IES RN,5,Campus RN 1,5
13136659,Matheus Porto,Nordeste,2,IES SE,6,Campus SE 1,6
13136660,Srta. Maitê da Paz,Nordeste,2,IES AL,7,Campus AL 1,7
13136661,Isaac da Cruz,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13136662,Maria Sophia Rocha,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13136663,Pedro Lucas Costela,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13136664,Lívia Farias,Sudeste,4,IES SP,11,Campus SP 1,11
13136665,Henrique Moreira,Sudeste,4,IES ES,12,Campus ES 1,12
13136666,Carlos Eduardo Pires,Sudeste,4,IES RJ,13,Campus RJ 1,13
13136667,Augusto Oliveira,Sudeste,4,IES MG,14,Campus MG 1,14
13136668,João Lucas Jesus,Sul,5,IES RS,15,Campus RS 1,15
13136669,Rafael Lima,Sul,5,IES SC,16,Campus SC 1,16
13136670,Marcela Silveira,Sul,5,IES PR,17,Campus PR 1,17
13136671,Danilo Barbosa,Norte,1,IES AM,1,Campus AM 2,18
13136672,Heloísa das Neves,Norte,1,IES RR,2,Campus RR 2,19
13136673,Ana Luiza Barbosa,Norte,1,IES PA,3,Campus PA 2,20
13136674,Amanda Rocha,Nordeste,2,IES BA,4,Campus BA 2,21
13136675,Helena Cardoso,Nordeste,2,IES RN,5,Campus RN 2,22
13136676,Carlos Eduardo Martins,Nordeste,2,IES SE,6,Campus SE 2,23
13136677,Kaique Nascimento,Nordeste,2,IES AL,7,Campus AL 2,24
13136678,Dra. Fernanda Duarte,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13136679,Rodrigo Viana,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13136680,Emanuelly da Luz,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13136681,Alana da Luz,Sudeste,4,IES SP,11,Campus SP 2,28
13136682,Maysa Nunes,Sudeste,4,IES ES,12,Campus ES 2,29
13136683,Luna Silva,Sudeste,4,IES RJ,13,Campus RJ 2,30
13136684,Lívia Cavalcanti,Sudeste,4,IES MG,14,Campus MG 2,31
13136685,Luiz Fernando Ramos,Sul,5,IES RS,15,Campus RS 2,32
13136686,Bruna Jesus,Sul,5,IES SC,16,Campus SC 2,33
13136687,Alana da Mata,Sul,5,IES PR,17,Campus PR 2,34
13136688,João Vitor Freitas,Norte,1,IES AM,1,Campus AM 3,35
13136689,João Guilherme Barbosa,Norte,1,IES RR,2,Campus RR 3,36
13136690,Brenda Fogaça,Norte,1,IES PA,3,Campus PA 3,37
13136691,Marcela Silva,Nordeste,2,IES BA,4,Campus BA 3,38
13136692,Heloísa Aragão,Nordeste,2,IES RN,5,Campus RN 3,39
13136693,Enrico da Paz,Nordeste,2,IES SE,6,Campus SE 3,40
13136694,Luiz Felipe Moura,Nordeste,2,IES AL,7,Campus AL 3,41
13136695,Sr. Pedro Henrique Cunha,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13136696,Dra. Maria Fernanda Cunha,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13136697,Ana Luiza Peixoto,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13136698,Beatriz Lopes,Sudeste,4,IES SP,11,Campus SP 3,45
13136699,Pietra Nascimento,Sudeste,4,IES ES,12,Campus ES 3,46
13136700,Carlos Eduardo Fernandes,Sudeste,4,IES RJ,13,Campus RJ 3,47
13136701,Vitor Hugo Rodrigues,Sudeste,4,IES MG,14,Campus MG 3,48
